PP,lon,lat
90.01697369,-133.5,-36.5
94.4737888,-133.5,-37.5
97.50700983,-133.5,-38.5
99.29328695,-133.5,-39.5
123.5523461,-133.5,-4.5
100.7973852,-133.5,-40.5
101.7185941,-133.5,-41.5
100.5628763,-133.5,-42.5
97.40628821,-133.5,-43.5
92.85225017,-133.5,-44.5
89.7338109,-133.5,-45.5
87.72697456,-133.5,-46.5
87.2139746,-133.5,-47.5
87.78261247,-133.5,-48.5
92.56795179,-133.5,-49.5
120.8428095,-133.5,-5.5
95.55027167,-133.5,-50.5
94.06053483,-133.5,-51.5
85.87970981,-133.5,-52.5
78.65493402,-133.5,-53.5
66.12569628,-133.5,-54.5
61.11617959,-133.5,-55.5
58.88852474,-133.5,-56.5
56.6964309,-133.5,-57.5
54.21387334,-133.5,-58.5
46.52829671,-133.5,-59.5
118.5419871,-133.5,-6.5
40.20577993,-133.5,-60.5
37.54605848,-133.5,-61.5
36.16027513,-133.5,-62.5
33.81921984,-133.5,-63.5
32.52729296,-133.5,-64.5
30.49477901,-133.5,-65.5
27.90115895,-133.5,-66.5
27.69572674,-133.5,-67.5
23.78972369,-133.5,-68.5
20.84341753,-133.5,-69.5
116.2300703,-133.5,-7.5
20.30696071,-133.5,-70.5
16.08001068,-133.5,-71.5
19.35333008,-133.5,-72.5
22.72591427,-133.5,-73.5
113.6676076,-133.5,-8.5
111.3528499,-133.5,-9.5
162.5081663,-133.5,0.5
140.3500073,-133.5,1.5
116.5975554,-133.5,10.5
114.6619603,-133.5,11.5
110.380681,-133.5,12.5
107.2754543,-133.5,13.5
103.0725809,-133.5,14.5
99.89420179,-133.5,15.5
95.17610971,-133.5,16.5
91.5734038,-133.5,17.5
89.93115228,-133.5,18.5
88.74566591,-133.5,19.5
131.6852925,-133.5,2.5
88.93357609,-133.5,20.5
90.46679114,-133.5,21.5
91.96737446,-133.5,22.5
93.94907422,-133.5,23.5
96.17675851,-133.5,24.5
98.85020052,-133.5,25.5
102.632848,-133.5,26.5
104.3695415,-133.5,27.5
107.2921207,-133.5,28.5
109.8527774,-133.5,29.5
127.4224512,-133.5,3.5
111.0679092,-133.5,30.5
113.7694467,-133.5,31.5
116.0888573,-133.5,32.5
119.3578079,-133.5,33.5
124.3366313,-133.5,34.5
128.0070714,-133.5,35.5
133.7025316,-133.5,36.5
138.7248546,-133.5,37.5
145.3568009,-133.5,38.5
149.5520379,-133.5,39.5
123.4815736,-133.5,4.5
154.0307836,-133.5,40.5
162.3720086,-133.5,41.5
170.1441089,-133.5,42.5
166.940277,-133.5,43.5
164.7674717,-133.5,44.5
168.7254883,-133.5,45.5
171.5281072,-133.5,46.5
173.3647555,-133.5,47.5
177.868097,-133.5,48.5
193.4416065,-133.5,49.5
120.2551011,-133.5,5.5
239.7894455,-133.5,50.5
288.2076468,-133.5,51.5
346.8479124,-133.5,52.5
515.0508126,-133.5,53.5
647.8961057,-133.5,54.5
111.7219193,-133.5,6.5
104.2275218,-133.5,7.5
150.8128683,-133.5,70.5
38.48877592,-133.5,71.5
17.79943229,-133.5,72.5
11.61171872,-133.5,73.5
9.929728439,-133.5,74.5
6.922491722,-133.5,75.5
7.956126694,-133.5,76.5
6.93527328,-133.5,77.5
105.0458846,-133.5,8.5
113.4192584,-133.5,9.5
184.4297088,-134.5,-0.5
172.5231548,-134.5,-1.5
108.0632581,-134.5,-10.5
104.08869,-134.5,-11.5
98.99555232,-134.5,-12.5
94.33049121,-134.5,-13.5
88.99780356,-134.5,-14.5
82.82030919,-134.5,-15.5
76.67543718,-134.5,-16.5
69.96283745,-134.5,-17.5
62.81579384,-134.5,-18.5
56.0789366,-134.5,-19.5
146.8843259,-134.5,-2.5
50.09303312,-134.5,-20.5
46.14525627,-134.5,-21.5
45.31418914,-134.5,-22.5
46.42291838,-134.5,-23.5
46.78060128,-134.5,-24.5
46.88264662,-134.5,-25.5
47.22446642,-134.5,-26.5
49.88560965,-134.5,-27.5
53.61710595,-134.5,-28.5
57.38980599,-134.5,-29.5
130.3244321,-134.5,-3.5
60.91926778,-134.5,-30.5
63.43991856,-134.5,-31.5
66.49531184,-134.5,-32.5
70.3864773,-134.5,-33.5
75.71927564,-134.5,-34.5
83.16834514,-134.5,-35.5
90.02057531,-134.5,-36.5
94.40041339,-134.5,-37.5
98.61375636,-134.5,-38.5
99.98189796,-134.5,-39.5
122.9726367,-134.5,-4.5
100.874226,-134.5,-40.5
102.3638729,-134.5,-41.5
101.0128951,-134.5,-42.5
97.17884111,-134.5,-43.5
93.44158282,-134.5,-44.5
90.34125561,-134.5,-45.5
88.282366,-134.5,-46.5
87.89853638,-134.5,-47.5
88.82760538,-134.5,-48.5
92.84654493,-134.5,-49.5
119.9381739,-134.5,-5.5
96.78774435,-134.5,-50.5
94.68399427,-134.5,-51.5
88.22345278,-134.5,-52.5
78.48359612,-134.5,-53.5
63.69422409,-134.5,-54.5
60.72044797,-134.5,-55.5
59.52767708,-134.5,-56.5
56.05035464,-134.5,-57.5
52.1503933,-134.5,-58.5
44.52693602,-134.5,-59.5
118.0170516,-134.5,-6.5
39.73275854,-134.5,-60.5
36.54404831,-134.5,-61.5
36.10246976,-134.5,-62.5
33.76180425,-134.5,-63.5
32.29515793,-134.5,-64.5
30.3487188,-134.5,-65.5
28.19363319,-134.5,-66.5
27.73531973,-134.5,-67.5
25.16037009,-134.5,-68.5
20.58162583,-134.5,-69.5
115.6125952,-134.5,-7.5
19.30224279,-134.5,-70.5
17.04237793,-134.5,-71.5
19.49264043,-134.5,-72.5
27.28529304,-134.5,-73.5
113.1382251,-134.5,-8.5
110.8386269,-134.5,-9.5
161.7447624,-134.5,0.5
139.6252906,-134.5,1.5
116.5842788,-134.5,10.5
114.3233055,-134.5,11.5
110.3661545,-134.5,12.5
106.6572862,-134.5,13.5
101.2223297,-134.5,14.5
98.08213806,-134.5,15.5
93.86051667,-134.5,16.5
90.5199887,-134.5,17.5
88.68738437,-134.5,18.5
87.73936179,-134.5,19.5
130.7677355,-134.5,2.5
88.18440106,-134.5,20.5
89.95762683,-134.5,21.5
92.42593166,-134.5,22.5
93.81353053,-134.5,23.5
95.43705613,-134.5,24.5
98.30427558,-134.5,25.5
101.8118753,-134.5,26.5
104.7037358,-134.5,27.5
108.350839,-134.5,28.5
110.8775078,-134.5,29.5
126.0267553,-134.5,3.5
112.449365,-134.5,30.5
114.6961522,-134.5,31.5
115.9222053,-134.5,32.5
118.2976544,-134.5,33.5
122.128061,-134.5,34.5
126.2171607,-134.5,35.5
129.8455972,-134.5,36.5
133.7694852,-134.5,37.5
141.1946762,-134.5,38.5
147.1827628,-134.5,39.5
123.5872953,-134.5,4.5
152.8448732,-134.5,40.5
162.2934673,-134.5,41.5
167.6784902,-134.5,42.5
164.7748574,-134.5,43.5
165.220098,-134.5,44.5
169.5043408,-134.5,45.5
167.6909278,-134.5,46.5
170.9030563,-134.5,47.5
172.2108632,-134.5,48.5
178.9173809,-134.5,49.5
120.7346534,-134.5,5.5
211.4504747,-134.5,50.5
236.457286,-134.5,51.5
252.4086096,-134.5,52.5
308.0239011,-134.5,53.5
479.778111,-134.5,54.5
591.4267328,-134.5,55.5
111.64395,-134.5,6.5
103.5900337,-134.5,7.5
152.3817802,-134.5,70.5
40.5776666,-134.5,71.5
17.4792708,-134.5,72.5
11.66068647,-134.5,73.5
10.38077988,-134.5,74.5
7.583001897,-134.5,75.5
7.889560512,-134.5,76.5
6.57360522,-134.5,77.5
104.8317191,-134.5,8.5
112.902195,-134.5,9.5
182.9312583,-135.5,-0.5
171.9302916,-135.5,-1.5
107.5793842,-135.5,-10.5
103.1380658,-135.5,-11.5
97.62689139,-135.5,-12.5
93.38395038,-135.5,-13.5
87.91688789,-135.5,-14.5
81.11570698,-135.5,-15.5
74.59411512,-135.5,-16.5
68.07922217,-135.5,-17.5
61.89878536,-135.5,-18.5
54.7410471,-135.5,-19.5
146.4845763,-135.5,-2.5
49.95177162,-135.5,-20.5
46.43078194,-135.5,-21.5
45.89445531,-135.5,-22.5
53.30629972,-135.5,-23.5
47.33556795,-135.5,-24.5
47.42600214,-135.5,-25.5
47.95475169,-135.5,-26.5
50.69402216,-135.5,-27.5
54.60387116,-135.5,-28.5
58.73218168,-135.5,-29.5
130.0407172,-135.5,-3.5
62.11412536,-135.5,-30.5
64.18348455,-135.5,-31.5
66.5159028,-135.5,-32.5
70.39404611,-135.5,-33.5
76.18561678,-135.5,-34.5
82.8911844,-135.5,-35.5
89.13188199,-135.5,-36.5
93.82800252,-135.5,-37.5
98.53677081,-135.5,-38.5
100.9767472,-135.5,-39.5
122.1344734,-135.5,-4.5
101.5104797,-135.5,-40.5
102.6185884,-135.5,-41.5
101.1062919,-135.5,-42.5
97.84084684,-135.5,-43.5
94.00919878,-135.5,-44.5
91.28424055,-135.5,-45.5
89.76293259,-135.5,-46.5
90.00392904,-135.5,-47.5
90.87993624,-135.5,-48.5
94.2122081,-135.5,-49.5
119.3280581,-135.5,-5.5
97.27496205,-135.5,-50.5
94.42110022,-135.5,-51.5
88.50048734,-135.5,-52.5
77.55574537,-135.5,-53.5
63.50280567,-135.5,-54.5
61.15994788,-135.5,-55.5
59.18452532,-135.5,-56.5
55.21702483,-135.5,-57.5
50.95444493,-135.5,-58.5
43.65505797,-135.5,-59.5
117.1047095,-135.5,-6.5
39.75049691,-135.5,-60.5
36.39096449,-135.5,-61.5
35.54024289,-135.5,-62.5
33.67022909,-135.5,-63.5
31.42475109,-135.5,-64.5
29.44408107,-135.5,-65.5
27.88567146,-135.5,-66.5
27.4109808,-135.5,-67.5
26.39854608,-135.5,-68.5
21.8565917,-135.5,-69.5
114.6896162,-135.5,-7.5
19.48861825,-135.5,-70.5
18.06704447,-135.5,-71.5
18.82810556,-135.5,-72.5
25.84638983,-135.5,-73.5
112.7519518,-135.5,-8.5
110.193926,-135.5,-9.5
160.4201535,-135.5,0.5
139.2154272,-135.5,1.5
116.0194898,-135.5,10.5
113.8453105,-135.5,11.5
110.2861212,-135.5,12.5
105.6082661,-135.5,13.5
100.5713998,-135.5,14.5
96.71941415,-135.5,15.5
92.26385718,-135.5,16.5
90.47260009,-135.5,17.5
88.12242851,-135.5,18.5
87.15538626,-135.5,19.5
130.1095463,-135.5,2.5
87.59483197,-135.5,20.5
89.14223843,-135.5,21.5
91.75197652,-135.5,22.5
93.46318412,-135.5,23.5
95.23388068,-135.5,24.5
97.65465456,-135.5,25.5
100.9526116,-135.5,26.5
105.3936628,-135.5,27.5
108.7283146,-135.5,28.5
110.297239,-135.5,29.5
126.2033441,-135.5,3.5
113.0044072,-135.5,30.5
115.8160618,-135.5,31.5
116.8422652,-135.5,32.5
118.6488237,-135.5,33.5
122.1836277,-135.5,34.5
124.4931814,-135.5,35.5
128.2675871,-135.5,36.5
132.6741765,-135.5,37.5
139.5009467,-135.5,38.5
146.2666996,-135.5,39.5
124.5040634,-135.5,4.5
151.9539718,-135.5,40.5
162.6116663,-135.5,41.5
168.7975462,-135.5,42.5
167.5217801,-135.5,43.5
169.4320466,-135.5,44.5
172.0252554,-135.5,45.5
168.1192099,-135.5,46.5
166.2567753,-135.5,47.5
165.6473323,-135.5,48.5
172.4880677,-135.5,49.5
120.2770774,-135.5,5.5
191.1629264,-135.5,50.5
206.76362,-135.5,51.5
217.4904638,-135.5,52.5
241.8958643,-135.5,53.5
317.6711678,-135.5,54.5
469.4400192,-135.5,55.5
111.5841997,-135.5,6.5
103.8632008,-135.5,7.5
41.14711691,-135.5,71.5
13.73017337,-135.5,72.5
14.05071816,-135.5,73.5
10.27227199,-135.5,74.5
8.109685708,-135.5,75.5
6.145125351,-135.5,76.5
7.019004544,-135.5,77.5
104.9840762,-135.5,8.5
112.0454313,-135.5,9.5
181.7840079,-136.5,-0.5
170.975308,-136.5,-1.5
107.3983658,-136.5,-10.5
102.679825,-136.5,-11.5
97.11211495,-136.5,-12.5
92.4603625,-136.5,-13.5
86.32262843,-136.5,-14.5
79.72456612,-136.5,-15.5
73.7775592,-136.5,-16.5
67.25439422,-136.5,-17.5
60.74024261,-136.5,-18.5
54.01361468,-136.5,-19.5
145.8164096,-136.5,-2.5
48.86085856,-136.5,-20.5
46.68351542,-136.5,-21.5
46.33622334,-136.5,-22.5
46.16299561,-136.5,-23.5
46.51560523,-136.5,-24.5
46.98473096,-136.5,-25.5
48.29229321,-136.5,-26.5
51.38592622,-136.5,-27.5
55.51835619,-136.5,-28.5
60.14855237,-136.5,-29.5
129.301402,-136.5,-3.5
63.11937779,-136.5,-30.5
65.0825803,-136.5,-31.5
67.04719768,-136.5,-32.5
70.75521982,-136.5,-33.5
76.40726699,-136.5,-34.5
82.94863204,-136.5,-35.5
89.22214292,-136.5,-36.5
93.70452368,-136.5,-37.5
98.44538498,-136.5,-38.5
100.7242089,-136.5,-39.5
121.4107615,-136.5,-4.5
102.3803784,-136.5,-40.5
102.9999787,-136.5,-41.5
101.6447354,-136.5,-42.5
99.63990437,-136.5,-43.5
95.20154869,-136.5,-44.5
92.42601319,-136.5,-45.5
91.88660927,-136.5,-46.5
92.72448936,-136.5,-47.5
94.38463327,-136.5,-48.5
95.69315744,-136.5,-49.5
118.8076647,-136.5,-5.5
97.86036611,-136.5,-50.5
94.99864739,-136.5,-51.5
86.56520265,-136.5,-52.5
74.26907412,-136.5,-53.5
62.38272936,-136.5,-54.5
60.44952796,-136.5,-55.5
58.35312487,-136.5,-56.5
54.9606932,-136.5,-57.5
48.43196438,-136.5,-58.5
42.78971133,-136.5,-59.5
116.5278382,-136.5,-6.5
39.48719861,-136.5,-60.5
36.08690804,-136.5,-61.5
34.38823431,-136.5,-62.5
33.29427535,-136.5,-63.5
30.97018338,-136.5,-64.5
28.62872112,-136.5,-65.5
26.34527836,-136.5,-66.5
26.90604589,-136.5,-67.5
26.39925324,-136.5,-68.5
22.22392534,-136.5,-69.5
114.0383154,-136.5,-7.5
19.14411792,-136.5,-70.5
18.10115657,-136.5,-71.5
17.97650005,-136.5,-72.5
22.45609813,-136.5,-73.5
112.0908773,-136.5,-8.5
109.1878608,-136.5,-9.5
160.2141142,-136.5,0.5
138.8181093,-136.5,1.5
114.7912441,-136.5,10.5
112.5319694,-136.5,11.5
108.8109378,-136.5,12.5
104.1114976,-136.5,13.5
99.15032431,-136.5,14.5
95.36048312,-136.5,15.5
91.76377829,-136.5,16.5
90.12802839,-136.5,17.5
87.73662642,-136.5,18.5
86.59293799,-136.5,19.5
129.9763882,-136.5,2.5
87.17600142,-136.5,20.5
88.75174132,-136.5,21.5
91.17688865,-136.5,22.5
92.83886536,-136.5,23.5
94.35366054,-136.5,24.5
96.84064542,-136.5,25.5
101.3036373,-136.5,26.5
105.8799504,-136.5,27.5
108.6941768,-136.5,28.5
110.3089553,-136.5,29.5
126.582316,-136.5,3.5
113.8340345,-136.5,30.5
116.4958733,-136.5,31.5
118.1115099,-136.5,32.5
119.4302871,-136.5,33.5
121.871399,-136.5,34.5
123.4421546,-136.5,35.5
127.0316686,-136.5,36.5
132.334173,-136.5,37.5
138.5371229,-136.5,38.5
144.1014381,-136.5,39.5
124.1759547,-136.5,4.5
150.5921696,-136.5,40.5
160.2179064,-136.5,41.5
166.8996522,-136.5,42.5
168.5564579,-136.5,43.5
167.7453028,-136.5,44.5
170.1787726,-136.5,45.5
165.8190854,-136.5,46.5
164.8491079,-136.5,47.5
163.0082248,-136.5,48.5
166.2706676,-136.5,49.5
119.0717402,-136.5,5.5
176.0777967,-136.5,50.5
181.9717319,-136.5,51.5
195.9090257,-136.5,52.5
216.7292954,-136.5,53.5
251.0176805,-136.5,54.5
346.3991441,-136.5,55.5
479.2216584,-136.5,56.5
566.6206265,-136.5,57.5
110.6112398,-136.5,6.5
104.3418339,-136.5,7.5
41.28802046,-136.5,71.5
13.6823726,-136.5,72.5
14.6264571,-136.5,73.5
9.563355546,-136.5,74.5
9.041531116,-136.5,75.5
6.107538363,-136.5,76.5
8.083664378,-136.5,77.5
104.2829021,-136.5,8.5
110.8199248,-136.5,9.5
181.3405126,-137.5,-0.5
169.8068715,-137.5,-1.5
108.7976813,-137.5,-10.5
104.5689345,-137.5,-11.5
97.69262974,-137.5,-12.5
91.24886304,-137.5,-13.5
84.53763183,-137.5,-14.5
78.5469677,-137.5,-15.5
72.16342581,-137.5,-16.5
65.60994823,-137.5,-17.5
59.28173247,-137.5,-18.5
52.56332399,-137.5,-19.5
144.611529,-137.5,-2.5
48.1876954,-137.5,-20.5
46.51576446,-137.5,-21.5
45.69377978,-137.5,-22.5
45.93573258,-137.5,-23.5
45.93233283,-137.5,-24.5
46.72676851,-137.5,-25.5
48.8871812,-137.5,-26.5
52.30675897,-137.5,-27.5
56.19362987,-137.5,-28.5
61.53210366,-137.5,-29.5
128.7907106,-137.5,-3.5
64.31140926,-137.5,-30.5
65.69670199,-137.5,-31.5
67.13074199,-137.5,-32.5
70.6204819,-137.5,-33.5
75.37521798,-137.5,-34.5
80.63553223,-137.5,-35.5
87.71708332,-137.5,-36.5
93.69764336,-137.5,-37.5
98.47944781,-137.5,-38.5
101.1906434,-137.5,-39.5
121.2923745,-137.5,-4.5
103.3876851,-137.5,-40.5
103.6414606,-137.5,-41.5
102.7322376,-137.5,-42.5
100.8433078,-137.5,-43.5
95.9130611,-137.5,-44.5
93.2357521,-137.5,-45.5
92.52629594,-137.5,-46.5
93.50304792,-137.5,-47.5
95.66306774,-137.5,-48.5
97.87259788,-137.5,-49.5
117.9550057,-137.5,-5.5
98.54306144,-137.5,-50.5
95.65985,-137.5,-51.5
87.26446843,-137.5,-52.5
73.03791832,-137.5,-53.5
61.61696293,-137.5,-54.5
59.6331816,-137.5,-55.5
58.1360427,-137.5,-56.5
55.6677215,-137.5,-57.5
45.87821138,-137.5,-58.5
41.86942168,-137.5,-59.5
115.8733059,-137.5,-6.5
38.86201491,-137.5,-60.5
35.36975711,-137.5,-61.5
34.72878452,-137.5,-62.5
32.96511294,-137.5,-63.5
30.68239382,-137.5,-64.5
27.19393215,-137.5,-65.5
25.98919569,-137.5,-66.5
26.661793,-137.5,-67.5
26.65669852,-137.5,-68.5
22.76989428,-137.5,-69.5
113.6349159,-137.5,-7.5
20.10679878,-137.5,-70.5
18.27182178,-137.5,-71.5
17.32233342,-137.5,-72.5
20.83677284,-137.5,-73.5
25.12614692,-137.5,-74.5
111.9034803,-137.5,-8.5
109.4754539,-137.5,-9.5
160.3615691,-137.5,0.5
138.4269965,-137.5,1.5
113.8856326,-137.5,10.5
110.3290808,-137.5,11.5
107.1411268,-137.5,12.5
102.5676253,-137.5,13.5
97.92002147,-137.5,14.5
94.59685127,-137.5,15.5
91.72900741,-137.5,16.5
89.09852763,-137.5,17.5
86.78006267,-137.5,18.5
85.49113673,-137.5,19.5
129.6559814,-137.5,2.5
86.44142278,-137.5,20.5
88.66135335,-137.5,21.5
90.55668975,-137.5,22.5
92.37962847,-137.5,23.5
93.98333324,-137.5,24.5
96.62786934,-137.5,25.5
101.184975,-137.5,26.5
105.361652,-137.5,27.5
108.2905599,-137.5,28.5
111.0508944,-137.5,29.5
126.3756715,-137.5,3.5
114.4365186,-137.5,30.5
115.7129146,-137.5,31.5
116.8984524,-137.5,32.5
119.2519055,-137.5,33.5
121.2637914,-137.5,34.5
122.9901347,-137.5,35.5
126.8350312,-137.5,36.5
132.5904408,-137.5,37.5
138.455018,-137.5,38.5
143.5357101,-137.5,39.5
123.3916468,-137.5,4.5
152.0282445,-137.5,40.5
159.7046087,-137.5,41.5
166.5465282,-137.5,42.5
170.5653531,-137.5,43.5
166.7095412,-137.5,44.5
167.6641723,-137.5,45.5
163.289608,-137.5,46.5
161.7860663,-137.5,47.5
161.357169,-137.5,48.5
162.6347735,-137.5,49.5
118.7775664,-137.5,5.5
165.334963,-137.5,50.5
166.9634867,-137.5,51.5
182.6051161,-137.5,52.5
199.2503203,-137.5,53.5
218.0103291,-137.5,54.5
283.6927952,-137.5,55.5
357.025408,-137.5,56.5
438.0163521,-137.5,57.5
110.277975,-137.5,6.5
103.6817189,-137.5,7.5
163.786234,-137.5,70.5
39.66073188,-137.5,71.5
19.60305961,-137.5,72.5
11.9875724,-137.5,73.5
9.565194086,-137.5,74.5
6.800830949,-137.5,75.5
7.469642228,-137.5,76.5
10.2971478,-137.5,77.5
104.2428366,-137.5,8.5
110.5488355,-137.5,9.5
180.8210997,-138.5,-0.5
167.643965,-138.5,-1.5
114.5753412,-138.5,-10.5
109.6278363,-138.5,-11.5
99.43163225,-138.5,-12.5
90.59060456,-138.5,-13.5
83.10900807,-138.5,-14.5
76.99238401,-138.5,-15.5
70.48881214,-138.5,-16.5
64.33024338,-138.5,-17.5
57.99620688,-138.5,-18.5
51.5362516,-138.5,-19.5
142.8075347,-138.5,-2.5
47.44258817,-138.5,-20.5
46.10718404,-138.5,-21.5
45.9002127,-138.5,-22.5
45.7193102,-138.5,-23.5
45.65187209,-138.5,-24.5
47.33881963,-138.5,-25.5
50.01722186,-138.5,-26.5
53.40818129,-138.5,-27.5
57.54633522,-138.5,-28.5
62.77548597,-138.5,-29.5
127.7055043,-138.5,-3.5
66.207228,-138.5,-30.5
66.86362563,-138.5,-31.5
67.42838813,-138.5,-32.5
70.41727983,-138.5,-33.5
74.79828535,-138.5,-34.5
79.45000451,-138.5,-35.5
87.78803325,-138.5,-36.5
94.91676561,-138.5,-37.5
99.59070658,-138.5,-38.5
101.9834816,-138.5,-39.5
120.8513901,-138.5,-4.5
104.1143307,-138.5,-40.5
103.9048769,-138.5,-41.5
103.5447068,-138.5,-42.5
100.5615234,-138.5,-43.5
96.42017273,-138.5,-44.5
93.5531013,-138.5,-45.5
93.30649837,-138.5,-46.5
93.83040205,-138.5,-47.5
95.53157417,-138.5,-48.5
101.1262153,-138.5,-49.5
117.3917604,-138.5,-5.5
101.5202788,-138.5,-50.5
96.11315819,-138.5,-51.5
87.5167817,-138.5,-52.5
72.84743214,-138.5,-53.5
63.10526905,-138.5,-54.5
58.00358537,-138.5,-55.5
58.35345138,-138.5,-56.5
57.23483555,-138.5,-57.5
45.3244226,-138.5,-58.5
41.8123856,-138.5,-59.5
115.2169136,-138.5,-6.5
38.42615336,-138.5,-60.5
35.51533113,-138.5,-61.5
34.56087496,-138.5,-62.5
32.29946096,-138.5,-63.5
30.30612118,-138.5,-64.5
27.4752737,-138.5,-65.5
26.05404489,-138.5,-66.5
26.19291057,-138.5,-67.5
26.81352201,-138.5,-68.5
23.57056783,-138.5,-69.5
113.3572662,-138.5,-7.5
19.77327808,-138.5,-70.5
17.88520363,-138.5,-71.5
16.37150062,-138.5,-72.5
19.51502736,-138.5,-73.5
20.09265442,-138.5,-74.5
111.963619,-138.5,-8.5
111.2516842,-138.5,-9.5
160.3491878,-138.5,0.5
138.5312014,-138.5,1.5
111.7917646,-138.5,10.5
107.7900308,-138.5,11.5
105.375609,-138.5,12.5
101.1472748,-138.5,13.5
97.20572575,-138.5,14.5
93.36875777,-138.5,15.5
90.56563946,-138.5,16.5
87.4720142,-138.5,17.5
85.96657427,-138.5,18.5
84.79845712,-138.5,19.5
129.875867,-138.5,2.5
85.37503718,-138.5,20.5
87.85673382,-138.5,21.5
90.29875222,-138.5,22.5
92.22634944,-138.5,23.5
93.98972532,-138.5,24.5
96.652058,-138.5,25.5
100.6656351,-138.5,26.5
104.5372664,-138.5,27.5
107.4983525,-138.5,28.5
112.056005,-138.5,29.5
126.1052612,-138.5,3.5
114.8717501,-138.5,30.5
116.0673397,-138.5,31.5
116.2601659,-138.5,32.5
118.4343713,-138.5,33.5
120.032878,-138.5,34.5
123.1846272,-138.5,35.5
127.605725,-138.5,36.5
132.8479554,-138.5,37.5
140.1084349,-138.5,38.5
145.4864769,-138.5,39.5
123.0992564,-138.5,4.5
154.6481699,-138.5,40.5
162.9596471,-138.5,41.5
167.8800037,-138.5,42.5
170.4717397,-138.5,43.5
169.4897068,-138.5,44.5
166.2257114,-138.5,45.5
161.3285709,-138.5,46.5
159.585668,-138.5,47.5
158.874278,-138.5,48.5
159.9648343,-138.5,49.5
118.5047336,-138.5,5.5
158.9935205,-138.5,50.5
158.7882479,-138.5,51.5
171.2229636,-138.5,52.5
184.4980487,-138.5,53.5
202.3373256,-138.5,54.5
251.3127872,-138.5,55.5
303.6964181,-138.5,56.5
379.6115189,-138.5,57.5
389.8191063,-138.5,58.5
110.0899004,-138.5,6.5
103.1227215,-138.5,7.5
168.3268515,-138.5,70.5
39.86189243,-138.5,71.5
12.70852182,-138.5,72.5
12.28341227,-138.5,73.5
10.21708648,-138.5,74.5
7.738089446,-138.5,75.5
7.724229464,-138.5,76.5
9.366742944,-138.5,77.5
104.4255044,-138.5,8.5
110.0828319,-138.5,9.5
179.1480365,-139.5,-0.5
166.2665819,-139.5,-1.5
142.6022703,-139.5,-10.5
122.4913638,-139.5,-11.5
100.7758988,-139.5,-12.5
90.65698797,-139.5,-13.5
82.56317982,-139.5,-14.5
75.820954,-139.5,-15.5
69.10920424,-139.5,-16.5
63.19214144,-139.5,-17.5
56.94359311,-139.5,-18.5
51.54165226,-139.5,-19.5
141.3677088,-139.5,-2.5
47.36847497,-139.5,-20.5
46.14631212,-139.5,-21.5
47.62203363,-139.5,-22.5
45.45533219,-139.5,-23.5
46.14281875,-139.5,-24.5
48.1314566,-139.5,-25.5
51.00510533,-139.5,-26.5
54.63070586,-139.5,-27.5
58.39895326,-139.5,-28.5
63.52804007,-139.5,-29.5
126.5506462,-139.5,-3.5
67.55292884,-139.5,-30.5
68.42450319,-139.5,-31.5
68.28219154,-139.5,-32.5
70.14755912,-139.5,-33.5
74.95265268,-139.5,-34.5
80.05975408,-139.5,-35.5
88.15001218,-139.5,-36.5
95.37520007,-139.5,-37.5
101.6669803,-139.5,-38.5
104.1679146,-139.5,-39.5
120.0849593,-139.5,-4.5
104.6185771,-139.5,-40.5
104.5948053,-139.5,-41.5
104.4146875,-139.5,-42.5
100.6740372,-139.5,-43.5
97.39531339,-139.5,-44.5
94.50310389,-139.5,-45.5
93.91476693,-139.5,-46.5
94.6477503,-139.5,-47.5
96.06215656,-139.5,-48.5
102.2283093,-139.5,-49.5
117.352976,-139.5,-5.5
101.6234297,-139.5,-50.5
96.8231691,-139.5,-51.5
87.97238215,-139.5,-52.5
73.36544099,-139.5,-53.5
65.22912349,-139.5,-54.5
58.8266513,-139.5,-55.5
58.93883715,-139.5,-56.5
58.02595969,-139.5,-57.5
44.88654816,-139.5,-58.5
42.0331237,-139.5,-59.5
114.6962518,-139.5,-6.5
39.04900057,-139.5,-60.5
35.17188279,-139.5,-61.5
33.84500415,-139.5,-62.5
32.02544911,-139.5,-63.5
30.21346777,-139.5,-64.5
27.63362146,-139.5,-65.5
26.30738237,-139.5,-66.5
27.26110192,-139.5,-67.5
26.92444232,-139.5,-68.5
23.32834495,-139.5,-69.5
113.4001516,-139.5,-7.5
20.52332756,-139.5,-70.5
17.49221328,-139.5,-71.5
15.63293044,-139.5,-72.5
18.77189169,-139.5,-73.5
23.68146663,-139.5,-74.5
113.6409323,-139.5,-8.5
121.5908142,-139.5,-9.5
159.6905329,-139.5,0.5
138.2112307,-139.5,1.5
109.9395993,-139.5,10.5
107.0789316,-139.5,11.5
103.6801505,-139.5,12.5
100.3655889,-139.5,13.5
96.39925185,-139.5,14.5
92.03839363,-139.5,15.5
89.00553574,-139.5,16.5
86.17701407,-139.5,17.5
84.17393987,-139.5,18.5
83.58592311,-139.5,19.5
130.2401575,-139.5,2.5
84.56481382,-139.5,20.5
87.1549554,-139.5,21.5
89.4541248,-139.5,22.5
91.77736747,-139.5,23.5
93.30064888,-139.5,24.5
96.35480502,-139.5,25.5
99.8952934,-139.5,26.5
103.4796716,-139.5,27.5
106.1899362,-139.5,28.5
110.3493336,-139.5,29.5
126.3330136,-139.5,3.5
